id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0,15803365.0,O'Loughlin,706.0,France,Female,33.0,8.0,0.0,1.0,1.0,0.0,115950.96,1.0
1,15677610.0,H?,621.0,Germany,Female,52.0,7.0,108204.52,1.0,1.0,0.0,140136.1,1.0
2,15609510.0,Tien,710.0,Spain,Female,38.0,3.0,0.0,2.0,1.0,0.0,96498.14,0.0
3,15732437.0,Chizuoke,726.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,121281.32,0.0
4,15659800.0,Hoolan,633.0,Spain,Male,29.0,3.0,63873.43,1.0,1.0,1.0,180591.32,0.0
5,15735388.0,Chukwumaobim,611.0,Spain,Female,33.0,8.0,0.0,2.0,0.0,0.0,138021.36,0.0
6,15735784.0,Chukwueloka,596.0,France,Female,27.0,8.0,133800.98,1.0,0.0,1.0,74800.99,0.0
7,15756610.0,Chiu,564.0,France,Male,54.0,6.0,0.0,1.0,1.0,1.0,62722.44,1.0
8,15721582.0,Nkemdilim,705.0,France,Male,31.0,4.0,0.0,2.0,1.0,0.0,181461.46,0.0
9,15658969.0,Hs?,607.0,Spain,Female,26.0,8.0,138772.15,1.0,1.0,0.0,126743.33,0.0
10,15692599.0,McIntyre,681.0,France,Female,50.0,4.0,105229.53,3.0,0.0,1.0,180598.77,1.0
11,15736287.0,Ch'in,703.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,138743.99,0.0
12,15583552.0,H?,590.0,France,Male,57.0,3.0,0.0,1.0,0.0,1.0,160129.99,1.0
13,15741865.0,Tuan,627.0,France,Male,49.0,6.0,0.0,1.0,0.0,0.0,105760.01,1.0
14,15597910.0,Kao,587.0,France,Female,39.0,6.0,97990.49,1.0,1.0,1.0,153535.11,0.0
15,15755798.0,Calabresi,564.0,France,Male,43.0,3.0,0.0,2.0,1.0,1.0,71159.84,0.0
16,15796230.0,Ugochukwu,730.0,Spain,Male,40.0,7.0,0.0,2.0,1.0,0.0,114777.22,0.0
17,15730441.0,Yobanna,678.0,France,Male,59.0,4.0,0.0,2.0,1.0,1.0,121866.87,0.0
18,15793331.0,Mello,676.0,France,Female,32.0,1.0,0.0,1.0,1.0,1.0,133086.45,0.0
19,15773789.0,Nwoye,686.0,France,Female,47.0,3.0,0.0,1.0,0.0,1.0,107964.36,1.0
20,15788683.0,Onuoha,731.0,France,Male,55.0,4.0,0.0,1.0,0.0,0.0,1713.1,0.0
21,15584785.0,Hinton,751.0,Spain,Female,33.0,6.0,0.0,2.0,0.0,0.0,84421.34,0.0
22,15674720.0,Iloerika,637.0,France,Female,29.0,2.0,0.0,1.0,1.0,1.0,26691.31,0.0
23,15666916.0,Niu,603.0,Germany,Female,27.0,6.0,171646.76,1.0,0.0,1.0,184524.74,1.0
24,15793331.0,Chiu,724.0,France,Male,51.0,1.0,0.0,1.0,1.0,1.0,27231.26,0.0
25,15724863.0,Okechukwu,671.0,France,Male,42.0,7.0,0.0,2.0,0.0,1.0,170893.85,0.0
26,15633870.0,Shao,718.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,132959.33,0.0
27,15714789.0,Iloerika,644.0,Spain,Female,30.0,9.0,0.0,2.0,0.0,0.0,65816.53,0.0
28,15745394.0,Tsao,744.0,France,Male,57.0,5.0,0.0,1.0,0.0,1.0,152835.3,0.0
29,15674551.0,Cremonesi,773.0,France,Female,35.0,7.0,0.0,1.0,1.0,0.0,53512.16,1.0
30,15585961.0,Eluemuno,661.0,France,Male,28.0,1.0,0.0,1.0,1.0,1.0,111307.98,0.0
31,15675176.0,Aksyonova,733.0,France,Female,32.0,1.0,0.0,2.0,1.0,1.0,164768.82,0.0
32,15581552.0,Onwughara,576.0,France,Male,38.0,9.0,0.0,2.0,1.0,1.0,85421.48,0.0
33,15776467.0,Chidiegwu,678.0,France,Male,44.0,2.0,0.0,2.0,0.0,0.0,6936.27,0.0
34,15682523.0,Onochie,633.0,Spain,Female,26.0,7.0,0.0,2.0,1.0,0.0,113581.85,0.0
35,15739194.0,Chien,725.0,Germany,Female,42.0,2.0,143835.52,1.0,0.0,0.0,167035.07,0.0
36,15691703.0,O'Donnell,636.0,France,Female,33.0,7.0,153855.55,1.0,0.0,1.0,143936.24,0.0
37,15721207.0,P'eng,711.0,France,Male,20.0,3.0,0.0,2.0,1.0,1.0,173629.78,0.0
38,15782899.0,Pirozzi,652.0,France,Male,36.0,3.0,139562.05,1.0,1.0,1.0,79579.94,0.0
39,15589793.0,Chukwualuka,730.0,France,Female,33.0,2.0,0.0,2.0,1.0,0.0,124906.59,0.0
40,15752300.0,Chinweike,668.0,Germany,Male,34.0,8.0,151855.33,2.0,1.0,0.0,74588.41,0.0
41,15678916.0,Ozoemena,625.0,Germany,Female,45.0,2.0,127545.94,2.0,1.0,1.0,142331.85,0.0
42,15652626.0,Mazzi,694.0,France,Male,33.0,6.0,0.0,1.0,1.0,0.0,138849.08,0.0
43,15757911.0,Genovesi,629.0,France,Female,37.0,3.0,116967.68,1.0,1.0,0.0,174777.98,1.0
44,15644788.0,Shih,648.0,Spain,Female,34.0,4.0,0.0,2.0,1.0,0.0,92865.41,0.0
45,15792388.0,Pinto,717.0,France,Male,39.0,4.0,0.0,2.0,1.0,0.0,4989.33,0.0
46,15654975.0,Nwankwo,714.0,Germany,Male,38.0,7.0,117020.08,2.0,1.0,0.0,18761.92,0.0
47,15656300.0,Tuan,485.0,France,Female,41.0,1.0,0.0,2.0,1.0,0.0,97416.34,0.0
48,15737782.0,Dufresne,642.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,49480.66,0.0
49,15724296.0,Tsao,612.0,Spain,Male,39.0,9.0,0.0,1.0,1.0,1.0,64448.36,1.0
50,15597591.0,Chiang,679.0,Germany,Male,29.0,6.0,145809.53,1.0,1.0,0.0,99843.98,0.0
51,15576550.0,Onwudiwe,850.0,France,Male,36.0,5.0,0.0,1.0,0.0,0.0,71405.17,0.0
52,15698522.0,Ch'in,588.0,Spain,Male,28.0,5.0,123067.63,1.0,1.0,0.0,88391.99,0.0
53,15576676.0,Iadanza,695.0,Spain,Female,40.0,2.0,0.0,2.0,1.0,0.0,98820.09,0.0
54,15788659.0,Chu,678.0,France,Male,33.0,10.0,0.0,2.0,1.0,0.0,113436.08,0.0
55,15672027.0,Kolesnikova,684.0,France,Male,34.0,7.0,0.0,1.0,0.0,1.0,81436.68,0.0
56,15594917.0,Ch'ang,707.0,France,Female,33.0,2.0,0.0,1.0,1.0,1.0,143614.01,1.0
57,15653065.0,Shih,553.0,France,Male,32.0,2.0,0.0,1.0,1.0,0.0,179908.71,1.0
58,15749947.0,Onuchukwu,619.0,France,Male,35.0,6.0,0.0,2.0,1.0,1.0,158527.56,0.0
59,15592379.0,Padovano,572.0,France,Male,33.0,5.0,0.0,2.0,1.0,1.0,86791.8,0.0
60,15800434.0,Rippey,621.0,France,Female,34.0,6.0,0.0,2.0,1.0,0.0,131718.12,0.0
61,15631359.0,Mironova,662.0,Spain,Female,28.0,6.0,0.0,2.0,1.0,1.0,52327.57,0.0
62,15718454.0,Iredale,651.0,Spain,Female,44.0,3.0,0.0,2.0,1.0,1.0,72915.28,0.0
63,15744517.0,Gomes,627.0,France,Male,35.0,5.0,106425.75,1.0,1.0,1.0,176743.51,0.0
64,15607990.0,Genovesi,731.0,Spain,Male,39.0,5.0,0.0,2.0,0.0,0.0,135067.02,0.0
65,15661528.0,K?,645.0,Spain,Male,33.0,7.0,0.0,4.0,1.0,1.0,79084.1,1.0
66,15593959.0,Onyemachukwu,512.0,Spain,Male,32.0,3.0,0.0,2.0,1.0,1.0,71159.84,0.0
67,15682870.0,Walker,572.0,France,Male,33.0,7.0,0.0,2.0,1.0,1.0,149853.89,0.0
68,15643487.0,Nkemakolam,630.0,Germany,Female,31.0,4.0,107556.06,2.0,0.0,0.0,73371.65,0.0
69,15705301.0,Shih,754.0,Germany,Male,59.0,1.0,130866.19,1.0,1.0,0.0,52472.01,1.0
70,15642570.0,Ch'in,762.0,France,Female,39.0,6.0,0.0,1.0,1.0,1.0,72462.25,0.0
71,15697042.0,Hsueh,581.0,Spain,Male,32.0,2.0,0.0,1.0,1.0,1.0,60954.45,0.0
72,15669410.0,Y?,630.0,France,Female,39.0,4.0,123770.69,1.0,1.0,0.0,90889.16,1.0
73,15750658.0,White,714.0,Germany,Male,29.0,0.0,100727.5,1.0,1.0,1.0,112010.02,0.0
74,15609824.0,Trevisani,654.0,France,Female,56.0,6.0,0.0,1.0,1.0,1.0,122925.4,1.0
75,15782475.0,Shubin,745.0,Spain,Male,44.0,8.0,0.0,2.0,1.0,0.0,79623.28,0.0
76,15671390.0,Nwabugwu,652.0,France,Female,35.0,8.0,0.0,2.0,1.0,1.0,60906.12,0.0
77,15768449.0,Yobachukwu,741.0,France,Male,36.0,4.0,0.0,2.0,1.0,0.0,66561.6,0.0
78,15632446.0,Ch'eng,646.0,France,Male,30.0,8.0,0.0,2.0,1.0,1.0,120830.73,0.0
79,15662021.0,Yeh,672.0,Germany,Male,50.0,9.0,78885.88,1.0,1.0,0.0,178074.04,1.0
80,15797960.0,Okagbue,682.0,France,Female,40.0,1.0,0.0,1.0,1.0,0.0,121681.19,0.0
81,15754112.0,T'ien,741.0,France,Male,32.0,2.0,0.0,1.0,0.0,1.0,111605.9,0.0
82,15799825.0,Ch'iu,775.0,Germany,Female,38.0,2.0,141786.78,1.0,1.0,0.0,180622.46,0.0
83,15682048.0,Ch'eng,639.0,France,Male,31.0,8.0,0.0,2.0,0.0,0.0,162501.83,0.0
84,15746664.0,Hsieh,697.0,France,Male,27.0,6.0,0.0,2.0,1.0,1.0,131607.28,0.0
85,15682890.0,Chidumaga,649.0,France,Male,58.0,5.0,117565.03,1.0,0.0,0.0,179657.97,1.0
86,15786619.0,Hsueh,656.0,Germany,Female,50.0,1.0,141078.37,1.0,1.0,0.0,167984.72,1.0
87,15592091.0,Hsiao,706.0,France,Male,32.0,8.0,99165.84,1.0,1.0,0.0,141364.62,0.0
88,15784700.0,Ngozichukwuka,685.0,Spain,Female,26.0,8.0,0.0,2.0,1.0,1.0,79377.45,0.0
89,15641934.0,Nwankwo,539.0,France,Female,27.0,9.0,0.0,2.0,0.0,0.0,106981.02,0.0
90,15668521.0,Goliwe,576.0,France,Male,43.0,2.0,0.0,2.0,1.0,1.0,131097.9,0.0
91,15683521.0,Chidubem,756.0,France,Female,40.0,5.0,0.0,2.0,1.0,0.0,56793.02,0.0
92,15650454.0,Ndubueze,850.0,France,Female,37.0,9.0,0.0,2.0,1.0,0.0,172576.55,0.0
93,15591257.0,Ch'iu,637.0,Germany,Male,31.0,3.0,124043.8,2.0,1.0,1.0,59638.78,0.0
94,15805764.0,Palerma,790.0,France,Male,47.0,8.0,0.0,2.0,1.0,0.0,141803.74,0.0
95,15769346.0,Uspensky,581.0,Spain,Male,55.0,9.0,0.0,1.0,1.0,0.0,174094.24,1.0
96,15582033.0,White,645.0,France,Female,33.0,2.0,0.0,2.0,0.0,0.0,158973.46,0.0
97,15582519.0,Palerma,645.0,France,Male,34.0,8.0,0.0,2.0,1.0,0.0,37479.97,0.0
98,15581548.0,Nucci,679.0,France,Male,38.0,7.0,101960.74,1.0,1.0,0.0,106977.53,0.0
99,15694300.0,Udinese,706.0,France,Female,54.0,1.0,142703.4,1.0,1.0,0.0,75664.56,1.0
100,15747323.0,Piazza,841.0,Germany,Female,40.0,1.0,143582.89,1.0,1.0,1.0,63832.43,0.0
101,15701074.0,Houghton,721.0,France,Male,27.0,3.0,0.0,2.0,1.0,1.0,9087.81,0.0
102,15762928.0,Nwabugwu,735.0,Germany,Male,30.0,7.0,118633.09,1.0,1.0,0.0,109960.4,0.0
103,15586880.0,O'Toole,685.0,France,Female,35.0,2.0,0.0,2.0,1.0,1.0,156048.64,0.0
104,15780124.0,Milne,646.0,Spain,Female,25.0,3.0,0.0,2.0,1.0,0.0,100941.57,0.0
105,15690789.0,Ch'ien,645.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,131662.47,0.0
106,15759915.0,Onyekaozulu,706.0,France,Male,35.0,6.0,0.0,2.0,0.0,1.0,142945.52,0.0
107,15734565.0,Chukwufumnanya,449.0,Germany,Female,44.0,4.0,128362.59,1.0,1.0,1.0,173776.5,0.0
108,15587066.0,Tien,590.0,France,Male,37.0,3.0,0.0,2.0,0.0,1.0,13946.66,0.0
109,15591169.0,Hs?eh,569.0,Germany,Male,59.0,8.0,113909.39,1.0,0.0,0.0,131043.1,1.0
110,15770548.0,Nucci,521.0,Spain,Female,50.0,7.0,66101.89,1.0,1.0,1.0,176692.65,1.0
111,15601263.0,Trevisano,684.0,France,Female,50.0,9.0,0.0,2.0,1.0,0.0,127528.86,0.0
112,15782941.0,Nnanna,850.0,France,Male,28.0,6.0,0.0,1.0,1.0,0.0,148087.88,0.0
113,15672704.0,Hsiung,685.0,Spain,Male,39.0,4.0,0.0,2.0,1.0,1.0,163989.66,0.0
114,15682453.0,Chiu,588.0,France,Female,25.0,7.0,0.0,2.0,1.0,0.0,99490.01,0.0
115,15777076.0,Ch'ang,705.0,France,Female,52.0,4.0,0.0,1.0,1.0,1.0,104079.62,1.0
116,15781530.0,Udegbunam,675.0,France,Male,34.0,9.0,142765.24,2.0,1.0,0.0,180134.88,0.0
117,15732967.0,Chigozie,516.0,France,Male,32.0,8.0,0.0,2.0,1.0,0.0,46811.77,0.0
118,15761606.0,Iqbal,687.0,France,Male,29.0,5.0,0.0,2.0,1.0,1.0,103560.98,0.0
119,15656901.0,De Salis,634.0,France,Male,35.0,4.0,0.0,2.0,1.0,0.0,130910.78,0.0
120,15756610.0,Ritchie,688.0,France,Female,49.0,3.0,145018.64,1.0,1.0,1.0,47911.05,1.0
121,15673529.0,Hsia,674.0,Germany,Male,32.0,2.0,124573.33,1.0,1.0,1.0,19700.24,0.0
122,15611579.0,Chukwukere,817.0,France,Male,46.0,5.0,162482.76,2.0,0.0,0.0,134596.82,0.0
123,15757912.0,H?,722.0,France,Female,37.0,6.0,0.0,2.0,1.0,1.0,178028.96,0.0
124,15799156.0,Hsiao,639.0,France,Female,33.0,4.0,0.0,1.0,1.0,1.0,91947.74,1.0
125,15730150.0,Nkemjika,656.0,France,Male,57.0,10.0,0.0,2.0,1.0,1.0,166677.35,1.0
126,15768340.0,T'ao,724.0,Spain,Female,32.0,5.0,0.0,2.0,0.0,1.0,176943.59,0.0
127,15793881.0,Milani,543.0,France,Female,26.0,1.0,0.0,2.0,0.0,0.0,71557.12,0.0
128,15610936.0,Ts'ui,526.0,France,Male,34.0,9.0,0.0,2.0,1.0,1.0,164924.11,0.0
129,15651943.0,Cremonesi,682.0,Spain,Female,34.0,3.0,0.0,2.0,1.0,0.0,62634.94,0.0
130,15627395.0,Chidiebele,468.0,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,182075.05,0.0
